naziv;¹ifra;marka;neto kolièina;jedinica mjere;MPC;cijena za jedinicu mjere;MPC za vrijeme posebnog oblika prodaje;Najni¾a cijena u posljednjih 30 dana;datum sidrene cijene;sidrena cijena na 2.5.2025.;barkod;kategorija proizvoda
ÈAJ PODRAVKA ©UMSKO VOÆE 50 g;11394;Podravka;0.0500;kg;1.85;37.00;;;02.05.2025;2.05;3850104425110;Piæa
VODKA SEGESTICA TROJKA 1 L;11425;;1.0000;L;10.02;10.02;;;02.05.2025;10.02;3850112144027;Piæa
KNEDLI GRIS PODRAVKA 60 g;11479;;0.0600;kg;1.59;26.50;;;02.05.2025;1.59;3850104048500;Hrana
SLAD.CARTE D´OR VANILIJA 1 L;11566;Carte D'or;1.0000;L;7.79;7.79;;;02.05.2025;6.99;8722700127796;Hrana
JUHA ©VICARSKA PODRAVKA 54 g ;11619;;0.0540;kg;1.49;27.59;;;02.05.2025;1.49;3850104007385;Hrana
JUHA SVATOVSKA PODRAVKA 58 g ;11625;;0.0580;kg;1.49;25.69;;;02.05.2025;1.49;3850104004964;Hrana
JUHA KOKO©JA PODRAVKA 60 g ;11631;;0.0600;kg;1.59;26.50;;;02.05.2025;1.59;3850104002038;Hrana
JUHA DALMATINSKA PODRAV.60 g ;11655;Podravka;0.0600;kg;0.99;16.50;;;02.05.2025;0.99;3850104003837;Hrana
TEK.SAP.PALMOLIVE ANTIB.300 ml;11658;Palmolive;0.3000;L;2.89;9.63;;;02.05.2025;2.89;8003520012944;Kozmetika
JUHA KOKO©JA PODRAVKA 62 g ;11662;Podravka;0.0620;kg;0.99;15.97;;;02.05.2025;0.99;3850104003189;Hrana
TEK.SAP.PALMOLIVE AQUAR.300 ml;11664;Palmolive;0.3000;L;2.89;9.63;;;02.05.2025;2.89;8003520013040;Kozmetika
JUHA BEÈKA PODRAVKA 62 g ;11666;;0.0620;kg;1.49;24.03;;;02.05.2025;1.49;3850104088162;Hrana
JUHA FRANCUSKA PODRAVKA 64 g ;11671;;0.0640;kg;1.39;21.72;;;02.05.2025;1.39;3850104003219;Hrana
JUHA GOVEÐA PODRAVKA 65 g;11675;;0.0650;kg;0.99;15.23;;;02.05.2025;0.99;3850104003134;Hrana
MLINAC MJ.4 PAPRA NAD. 45 g;11676;;0.0450;kg;5.99;133.11;;;02.05.2025;5.99;3858881586062;Hrana
JUHA TIROLSKA PODRAVKA 67 g ;11678;;0.0670;kg;1.49;22.24;;;02.05.2025;1.49;3850104006777;Hrana
MOR.SOL NADALI.BOÈICA 100 g;11682;Nadalina;0.1000;kg;1.59;15.90;;;02.05.2025;1.59;3858881585195;Hrana
JUHA LOVAÈKA PODRAVKA 68 g ;11683;;0.0680;kg;1.39;20.44;;;02.05.2025;1.39;3850104002700;Hrana
ZAÈ.ORA©ÈIÆ MLJEV.NADALI.35 g ;11688;Nadalina;0.0350;kg;3.99;114.00;;;02.05.2025;3.99;3858881585140;Hrana
JUHA SLAVONSKA PODRAVKA 76 g;11689;;0.0760;kg;1.39;18.29;;;02.05.2025;1.39;3850104007743;Hrana
JUHA MINESTRONE PODRAVKA 60 g;11691;;0.0600;kg;1.39;23.17;;;02.05.2025;1.39;3850104244674;Hrana
ZAÈIN ORIGANO  NADALINA 15g;11699;;0.0150;kg;1.99;132.67;;;02.05.2025;1.99;3858881585010;Hrana
ZAÈ.PAPAR CRNI MLJEV.NADAL45g ;11816;;0.0450;kg;3.19;70.89;;;02.05.2025;3.19;3858881585164;Hrana
ÈOKOLADA MILKA JAGODA 300 g;11981;Milka;0.3000;kg;5.99;19.97;;;02.05.2025;5.99;7622200007769;Hrana
ÈOK.MILKA CIJ.LJE©NJACI 100 g;12007;Milka;0.1000;kg;2.49;24.90;;;02.05.2025;2.49;3800005103075;Hrana
ÈOK.MILKA JAG.JOGURT 100 g;12014;Milka;0.1000;kg;2.49;24.90;;;02.05.2025;2.49;7622200007332;Hrana
GRO®ÐICA NATURA SUHA 500 g;12027;;0.5000;kg;3.34;6.68;;;02.05.2025;3.34;3113074601077;Hrana
ÈOK.MILKA BIJELA 100 g;12032;Milka;0.1000;kg;2.49;24.90;;;02.05.2025;2.49;4025700001962;Hrana
GRA©AK PODRAVKA 450 g;12042;Podravka;0.4500;kg;1.79;3.98;;;02.05.2025;1.79;3858885110065;Hrana
GRA©AK-MRKVA PODRAVKA 450 g;12049;Podravka;0.4500;kg;1.69;3.76;;;02.05.2025;1.69;3858885110102;Hrana
POV. ZA FRANCUSKU SALATU 450 g;12072;Podravka;0.4500;kg;1.89;4.20;;;02.05.2025;1.89;3858885110164;Hrana
INS.KAVA NESCAFE GOL BK 100 g;12148;Nescafe;0.1000;kg;7.29;72.90;;;02.05.2025;8.19;7613036330688;Piæa
KUPKA PALM.MILK&HONEY 500 ml;12161;Palmolive;0.5000;L;4.49;8.98;;;02.05.2025;4.49;8714789733159;Kozmetika
KUPKA PALMOLIVE SENSIT.500 ml;12168;Palmolive;0.5000;L;4.49;8.98;;;02.05.2025;4.49;8718951259119;Kozmetika
INST.KAVA NESCAF.CLASSIC 250 g;12169;Nescafe;0.2500;kg;11.99;47.96;;;02.05.2025;11.99;7891000254912;Piæa
GEL TU©.PALMOLIVE SENSI.250 ml;12183;Palmolive;0.2500;L;2.65;10.60;;;02.05.2025;2.65;5997530171322;Kozmetika
GEL TU©.PALMOLIVE MILK& 250 ml;12185;Palmolive;0.2500;L;2.65;10.60;;;02.05.2025;2.65;5996175232313;Kozmetika
GEL TU©.PALMOLIVE MILK&250 ml;12194;Palmolive;0.2500;L;2.65;10.60;;;02.05.2025;2.65;5996175232290;Kozmetika
INS.K.NESCAFE CLASSIC LI.100 g;12195;Nescafe;0.1000;kg;4.99;49.90;;;02.05.2025;5.69;7891000255049;Piæa
GEL TU©.PALMOLIVE THERM.250 ml;12216;Palmolive;0.2500;L;2.65;10.60;;;02.05.2025;2.65;8718951427747;Kozmetika
INSTANT KAKAO NESQUIK 400 g;12259;Nesquik;0.4000;kg;5.19;12.98;;;02.05.2025;5.19;5998710960736;Piæa
INSTANT KAKAO NESQUIK 800 g;12264;Nesquik;0.8000;kg;8.99;11.24;;;02.05.2025;8.99;5998710960798;Piæa
INSTANT KAKAO NESQUIK 200 g;12269;Nesquik;0.2000;kg;3.39;16.95;;;02.05.2025;3.39;5998710960729;Piæa
LIST.ZA PITE I SAVI.TENA 500 g;12282;Tena;0.5000;kg;1.89;3.78;;;02.05.2025;1.89;3859892466008;Hrana
BOJA COLOR NATURALS ZA KOSU ;12287;Garnier;1.0000;kom;4.99;4.99;;;02.05.2025;4.99;3600540335593;Kozmetika
®ITNA KA©ICA RI®OLINO 150 g;12296;Lino;0.1500;kg;2.59;17.27;;;02.05.2025;2.59;3850104017230;Hrana
BOJA COLOR NATURALS ZA KOSU 3;12312;Garnier;1.0000;kom;4.99;4.99;;;02.05.2025;4.99;3600540335609;Kozmetika
BOJA COLOR NATURALS ZA KOSU  4;12355;Garnier;1.0000;kom;4.99;4.99;;;02.05.2025;4.99;3600540335616;Kozmetika
®ITNA KA©ICA ÈOKOLINO 500 g;12364;Èokolino;0.5000;kg;4.99;9.98;;;02.05.2025;3.49;3850104210259;Hrana
BOJA COLOR NATURALS ZA KOS 4,3;12365;Garnier;1.0000;kom;4.99;4.99;;;02.05.2025;4.99;3600540335760;Kozmetika
®ITNA KA©ICA ÈOKOLINO 1 kg;12371;Èokolino;1.0000;kg;8.99;8.99;;;02.05.2025;8.99;3850104017537;Hrana
BOJA COLOR NATURALS ZA KOSU 5;12384;Garnier;1.0000;kom;4.99;4.99;;;02.05.2025;4.99;3600540335623;Kozmetika
BOJA COLOR NATURALS ZA KO.6.34;12417;Garnier;1.0000;kom;4.99;4.99;;;02.05.2025;4.99;3600540335906;Kozmetika
MAJ./KETCHUP THOMY TUBA 190 g;12429;Thomy;0.1900;kg;;10.47;1.99;2.49;02.05.2025;2.49;7613287146694;Hrana
BOJA COLOR NATURALS ZA KOSU 7 ;12431;Garnier;1.0000;kom;4.99;4.99;;;02.05.2025;4.99;3600540335647;Kozmetika
TARTAR THOMY TUBA 180 g;12435;Thomy;0.1800;kg;;11.06;1.99;2.49;02.05.2025;2.49;8445291315006;Hrana
BOJA COLOR NATURALS ZA KO. 7.1;12439;Garnier;1.0000;kom;4.99;4.99;;;02.05.2025;4.99;3600540335692;Kozmetika
BOJA COLOR NATURALS ZA KOSU 8;12462;Garnier;1.0000;kom;4.99;4.99;;;02.05.2025;4.99;3600540335654;Kozmetika
UNI.SRED.AJAX SPR.FLOW.1 L;12474;Ajax;1.0000;L;3.65;3.65;;;02.05.2025;3.65;8718951278424;Sredstva za èi¹æenje
UN.SRED.AJAX LAG.FLOWER 1 L;12482;Ajax;1.0000;L;3.69;3.69;;;02.05.2025;3.69;8718951278486;Sredstva za èi¹æenje
BOJA COLOR NATURALS ZA KO. 8.1;12490;Garnier;1.0000;kom;4.99;4.99;;;02.05.2025;4.99;3600540335708;Kozmetika
BOJA COLOR NATURALS ZA KO 9.1;12504;Garnier;1.0000;kom;4.99;4.99;;;02.05.2025;4.99;3600540335715;Kozmetika
BOJA COLOR NATURALS ZA KOSU ;12531;Garnier;1.0000;kom;4.99;4.99;;;02.05.2025;4.99;3600540335890;Kozmetika
ZAÈ.KLINÈIÆI CIJELI NADAL.30 g;12653;Nadalina;0.0300;kg;3.19;106.33;;;02.05.2025;3.19;3858881583054;Hrana
ZAÈIN KORIJAND.NADALINA 20 g;12662;;0.0200;kg;0.89;44.50;;;02.05.2025;0.89;3858881583184;Hrana
DEO SPRAY AXE AFRICA 150 ml;12714;Axe;0.1500;L;4.55;30.33;;;02.05.2025;4.55;8717644013045;Kozmetika
GEL AXE ZA TU©.AFRIKA M.250 ml;12719;Axe;0.2500;L;2.99;11.96;;;02.05.2025;2.99;8710447279793;Kozmetika
MIN.VODA SARAJEV. KISELJ.1,5 L;12796;Sarajevski Kiseljak;1.5000;l;.88;0.59;;;02.05.2025;.88;3871059000078;Piæa
MINERAL.VODA JAMNICA 0,5 L GAZ;12847;Jamnica;0.5000;l;.85;1.70;;;02.05.2025;.85;3859888152113;Piæa
MINERAL.VODA JAMNICA 1,5 L GAZ;12852;Jamnica;1.5000;l;.99;0.66;;;02.05.2025;.99;3859888152045;Piæa
DEO SPRAY DOVE ORIGINAL 150 ml;12869;Dove;0.1500;L;5.20;34.67;;;02.05.2025;5.20;8720181291715;Kozmetika
MINERAL.VODA JAMNICA 1 L P.A.;12886;Jamnica;1.0000;L;0.69;0.69;;;02.05.2025;0.69;3859888152014;Piæa
SOK JUICY ANANAS 100% 1 L;12918;Juicy;1.0000;l;2.79;2.79;;;02.05.2025;2.49;3858890970692;Piæa
SOK JUICY NARANÈA 100% 1 L;12923;Juicy;1.0000;l;3.99;3.99;;;02.05.2025;2.99;3858890970425;Piæa
JUICY FRUIT CRVE.NARANÈA 0,5 L;12946;Juicy;0.5000;l;1.09;2.18;;;02.05.2025;1.09;3858890975093;Piæa
JUICY FRUIT CRVE.NARANÈA 1,5 L;12961;Juicy;1.5000;L;1.39;0.93;;1.32;02.05.2025;1.62;3858890975062;Piæa
JUICY FRUIT MULTIVI.ACE  0,5 L;12979;Juicy;0.5000;l;1.09;2.18;;;02.05.2025;1.09;3858890975031;Piæa
JUICY FRUIT MULTIVIT.ACE 1,5 L;12995;Juicy;1.5000;L;1.39;0.93;;1.32;02.05.2025;1.62;3858890975000;Piæa
JUICY FRUIT NAR.-NEK.ACE 1,5 L;13001;Juicy;1.5000;L;1.39;0.93;;1.32;02.05.2025;1.62;3858890975123;Piæa
MLIJEKO DOVE ZA TIJELO 400 ml;13003;Dove;0.4000;L;6.99;17.48;;;02.05.2025;6.99;8711600368804;Kozmetika
REG.ELSEV.COLOR VIVE 200 ml;13005;Elseve;0.2000;L;;16.45;3.29;4.39;02.05.2025;4.39;3600523327676;Kozmetika
JUICY FRUIT NAR.NEKT.ACE 0,5 L;13008;Juicy;0.5000;l;1.09;2.18;;;02.05.2025;1.09;3858890975154;Piæa
NEKTAR JUICY CRNI RIBIZ 1 L BR;13025;Juicy;1.0000;l;2.49;2.49;;;02.05.2025;2.09;3858890970302;Piæa
DEO ROL.ON DOVE ORIGINAL 50 ml;13028;Dove;0.0500;L;5.20;104.00;;;02.05.2025;5.20;59095859;Kozmetika
NEKTAR JUICY  JABUKA 1 L BRICK;13043;Juicy;1.0000;l;1.99;1.99;;;02.05.2025;1.79;3858890970906;Piæa
DEO STICK DOVE GO F.TOUCH 40ml;13056;Dove;0.4000;L;5.20;13.00;;;02.05.2025;5.20;50285662;Kozmetika
©AM.ELSEVE COLOR VIVE 250 ml;13063;Elseve;0.2500;L;;13.16;3.29;4.39;02.05.2025;4.39;3600523327713;Kozmetika
VOÆ.NEKT.MARE.-JAB.-BRES.1 L;13080;Juicy;1.0000;l;1.99;1.99;;;02.05.2025;1.89;3858890970159;Piæa
VOÆ.NEKT.OD VI©.VRSTA VOÆA 1 L;13087;Juicy;1.0000;l;1.99;1.99;;;02.05.2025;1.89;3858890970364;Piæa
TEK.SAPUN DOVE REGULAR 250 ml;13091;Dove;0.2500;L;3.59;14.36;;;02.05.2025;3.59;4000388177000;Kozmetika
MASKA  ELSEVE COLOR VIV.200 ml;13106;Elseve;0.2000;L;6.95;34.75;;;02.05.2025;6.95;3600523607884;Kozmetika
NEKTAR JUICY NARANÈA 1 L;13108;Juicy;1.0000;l;2.39;2.39;;;02.05.2025;2.15;3858890970005;Piæa
LED.ÈAJ BRES.SP.ÈEP 0,5 L JANA;13134;Jana;0.5000;l;1.19;2.38;;;02.05.2025;1.19;3858884601052;Piæa
LEDENI ÈAJ JANA BRESKVA 1,5 L ;13140;Jana;1.5000;l;1.69;1.13;;;02.05.2025;1.59;3858884601045;Piæa
DEO SPR.REXONA COBALT 150 ml;13355;Rexona;0.1500;L;4.79;31.93;;;02.05.2025;2.99;4000388669000;Kozmetika
DEO STICK REXONA AL.VERA 40 ml;13376;Rexona;1.0000;kom;4.79;4.79;;;02.05.2025;2.99;30056640;Kozmetika
ZUB.PASTA SIGNAL HERBAL 75 ml;13395;Signal;0.0750;L;2.69;35.87;;;02.05.2025;2.69;5900300056002;Kozmetika
ZUB.PASTA SIGNAL FAMILY 75 ml;13396;Signal;0.0750;L;2.69;35.87;;;02.05.2025;2.69;5900300056101;Kozmetika
ÈETK.ZA ZUBE SIGNAL WHITENING;13414;Signal;1.0000;kom;4.49;4.49;;;02.05.2025;4.49;8718114198903;Kozmetika
ÈETK.ZA ZUBE SIGN.MINI DJEÈJA;13415;Signal;1.0000;kom;3.19;3.19;;;02.05.2025;3.19;8718114201641;Kozmetika
ÈAÈKALICE 150/1;13815;;150.0000;kom;0.66;0.00;;;02.05.2025;0.66;3858884125992;Proizvodi za kuæanstvo
ÈAÈKALICE 500/1 HIGIJENSKE;13824;;500.0000;kom;2.59;0.01;;;02.05.2025;2.59;3858884126012;Proizvodi za kuæanstvo
ÈAÈKALICE 500/1 ;13828;;500.0000;kom;1.98;0.00;;;02.05.2025;1.98;3858884125176;Proizvodi za kuæanstvo
SIR ZRNATI KERNIGER BAYE.200 g;14090;Kerninger;0.2000;kg;2.19;10.95;;;02.05.2025;2.19;4002174080945;Hrana
DES.MLIJ.LIEGEOIS ZOTT 175 g;14096;Zott;0.1750;kg;.55;3.14;;;02.05.2025;.55;40338460;Hrana
DES.MLIJ.LIEGEO.ÈO ZOTT 175 g;14097;Zott;0.1750;kg;.55;3.14;;;02.05.2025;.55;40338453;Hrana
DES.MLIJ.MONTE ZOTT 4X55 g ;14098;Zott;0.2200;kg;1.85;8.41;;;02.05.2025;1.85;40145631;Hrana
SIR ZOTTARELLA ZOTT 125 g ;14101;Zott;0.1250;kg;1.49;11.92;;;02.05.2025;1.49;4014500509518;Hrana
VRHNJE ZA KAVU ZOTT 10/1;14103;Zott;10.0000;kom;0.59;0.06;;;02.05.2025;0.59;40145037;Hrana
MASLAC PRESIDENT 200 g;14108;President;0.2000;kg;4.35;21.75;;;02.05.2025;4.35;3228022910023;Hrana
VODA JANA MINERALNA 0,5 L RÈ;14114;Jana;0.5000;L;.85;1.70;;;02.05.2025;.85;3858884600062;Piæa
VODA JANA MINERALNA 1 L KK;14145;Jana;1.0000;l;.89;0.89;;;02.05.2025;.89;3858884600987;Piæa
VODA JANA MINERALNA 1,5 L ;14154;Jana;1.5000;l;.95;0.63;;;02.05.2025;.95;3858884600055;Piæa
VREÆICE MIRISNE COCCOLINO 16 g;14251;Coccolino;1.0000;kom;3.59;3.59;;;02.05.2025;3.59;8000660310282;Sredstva za èi¹æenje
VODA ZA PEGLANJE COCCOLINO 1 L;14285;Coccolino;1.0000;L;3.98;3.98;;;02.05.2025;3.98;8000660310466;Sredstva za èi¹æenje
MUSLI PL.CORNY BIG BANANA 50 g;14288;Corny;0.0500;kg;1.19;23.80;;;02.05.2025;1.19;4011800584511;Hrana
MUSLI PLOÈ.CORNY KIKIRIKI 50 g;14295;Corny;0.0500;kg;1.19;23.80;;;02.05.2025;1.19;4011800599515;Hrana
MUSLI PLOÈ.CORNY BRUSNICA 50 g;14313;Corny;0.0500;kg;1.19;23.80;;;02.05.2025;1.19;4011800587512;Hrana
Kiwi rfs;14317;;1.0000;kg;3.99;3.99;;;02.05.2025;3.49;3858885879016;Hrana
MUSLI PLOÈ.CORNY ÈOKOLADA 50 g;14320;Corny;0.0500;kg;1.19;23.80;;;02.05.2025;1.19;4011800586515;Hrana
MUSLI PLOÈ.CORNY LJE©NJAK 50 g;14323;Corny;0.0500;kg;1.19;23.80;;;02.05.2025;1.19;4011800581510;Hrana
©TAPIÆI KVIKI PECIVO 100 g;14365;Kviki;0.1000;kg;;8.70;0.87;1.09;02.05.2025;1.09;3850104007293;Hrana
DOMESTOS TB ATLANTIC 750 ml;14369;Domestos;0.7500;L;2.95;3.93;;;02.05.2025;2.15;8717163286975;Sredstva za èi¹æenje
UNI.SRED.DOMESTOS CITRU.750 ml;14372;Domestos;0.7500;L;2.65;3.53;;2.15;02.05.2025;2.15;5996037079780;Sredstva za èi¹æenje
©TAPIÆI KVIKI PECIVO 50 g;14373;Kviki;0.0500;kg;;12.60;0.63;0.79;02.05.2025;0.79;3850104007309;Hrana
UNI.SRED.DOMESTOS PINK 750 ml;14377;Domestos;0.7500;L;2.95;3.93;;;02.05.2025;2.15;5996358010714;Sredstva za èi¹æenje
RIBICE KVIKI PECIVO 200 g;14379;Kviki;0.2000;kg;;7.15;1.43;1.79;02.05.2025;1.79;3850104007620;Hrana
UNI.SRED.DOMESTOS PINE 750 ml;14380;Domestos;0.7500;L;2.65;3.53;;2.15;02.05.2025;2.15;5996037079797;Sredstva za èi¹æenje
IZBJELJIVAÈ DOMESTOS 750 ml;14385;Domestos;0.7500;L;2.95;3.93;;;02.05.2025;2.15;5996358008773;Sredstva za èi¹æenje
RIBICE KVIKI PECIVO 50 g;14388;Kviki;0.0500;kg;;12.60;0.63;0.79;02.05.2025;0.79;3850104007606;Hrana
ÈOK.MIKADO RI®A ZVEÈEVO 300 g;14392;Mikado;0.3000;kg;4.79;15.97;;;02.05.2025;4.79;3858881064201;Hrana
PERECI KVIKI PECIVO 200 g;14396;Kviki;0.2000;kg;;7.15;1.43;1.79;02.05.2025;1.79;3850104007224;Hrana
PERECI KVIKI PECIVO 100 g;14401;Kviki;0.1000;kg;;8.70;0.87;1.09;02.05.2025;1.09;3850104007217;Hrana
ZAÈ.CIMET MLJE.NADALINA 5 g;14404;Nadalina;0.0050;kg;0.19;38.00;;;02.05.2025;0.19;3858881580077;Hrana
KOKOS BRA©NO NADALINA 100 g;14430;Nadalina;0.1000;kg;1.09;10.90;;;02.05.2025;1.09;3858881582057;Hrana
MU©KAT.ORA©ÈIÆI NADALINA 20g;14473;Nadalina;0.0200;kg;3.49;174.50;;;02.05.2025;3.49;3858881583085;Hrana
ÈOK.VOLIM TE VI©.JAG.MAL.100 g;14481;Zvecevo;0.1000;kg;;8.90;0.89;1.29;02.05.2025;1.29;3858881065239;Hrana
VANILIJA ©TAPIÆI NADALINA 3g;14484;Nadalina;0.0030;kg;5.99;1996.67;;;02.05.2025;5.99;3858881583108;Hrana
ÈOK.SAMO TI LJE©NJAK 100 g;14485;;0.1000;kg;;8.90;0.89;1.29;02.05.2025;1.29;3858881065000;Hrana
ÈOK.SAMO TI JAGODA 100 g;14488;Zvecevo;0.1000;kg;;8.90;0.89;1.29;02.05.2025;1.29;3858881065055;Hrana
ZAÈIN  ©AFRAN  KUT.NADAL. 0,1g;14575;Nadalina;0.0010;kg;2.09;2090.00;;;02.05.2025;2.09;3858881583337;Hrana
MASLINE TRENTON ZEL.BK.370 g;14591;Trenton;0.1550;kg;2.99;19.29;;;02.05.2025;2.99;3859888906259;Hrana
ZAÈ.PAPRIKA SLAT.NADALI.100 g ;14603;Nadalina;0.1000;kg;1.29;12.90;;;02.05.2025;1.29;3858881582019;Hrana
ROGAÈ MLJEVENI NADALINA 200 g;14612;;0.2000;kg;1.19;5.95;;;02.05.2025;1.19;3858881582156;Hrana
MJE©.ZAÈ.DALMA.NADALINA 12 g;14710;;0.0120;kg;1.09;90.83;;;02.05.2025;1.09;3858881580213;Hrana
Sir Edamac Zdenka;14742;Zdenka;1.0000;kg;12.99;12.99;;;02.05.2025;12.99;3858888590468;Hrana
ZAÈ.PAPRIKA LJUTA NADALI.100 g;14754;Nadalina;0.1000;kg;1.29;12.90;;;02.05.2025;1.29;3858881582033;Hrana
SIR SPORT ZDENKA CCA 600 g;14795;Zdenka;1.0000;kg;12.99;12.99;;;02.05.2025;12.99;3858888590536;Hrana
KREM.NOÆNA DE REVITALIFT 50 ml;14796;LOREAL;0.0500;L;14.59;291.80;;;02.05.2025;14.59;3600520160771;Kozmetika
KRE.DNEVNA DE REVITALIFT 50 ml;14803;LOREAL;0.0500;L;14.59;291.80;;;02.05.2025;14.59;3600520160764;Kozmetika
MIJE©ANA SALATA PODRAVKA 660 g;14822;Podravka;0.3000;kg;2.69;8.97;;;02.05.2025;2.69;3850104051319;Hrana
CIKLA PODRAVKA 660 g;14837;Podravka;0.3800;kg;2.49;6.55;;;02.05.2025;2.49;3850104050718;Hrana
BOJA PALETTE DE LUXE 575;14852;Palette;1.0000;kom;;4.99;4.99;5.99;02.05.2025;5.99;3838824176819;Kozmetika
FEFERONI SLATKI PODRAVKA 300 g;14863;Podravka;0.1500;kg;2.79;18.60;;;02.05.2025;2.74;3850104011658;Hrana
©TAPIÆI ZA RA®NJIÆE 20cm 50/1;14927;;50.0000;kom;1.32;0.03;;;02.05.2025;1.32;3858884126029;Proizvodi za kuæanstvo
©TAPIÆI ZA RA®NJIÆE 25cm 50/1;14929;;50.0000;kom;1.19;0.02;;;02.05.2025;1.19;3858884126180;Proizvodi za kuæanstvo
KOMPOT PODRAVKA MARELICA 820 g;14931;Podravka;0.4700;kg;3.99;8.49;;;02.05.2025;3.99;3850104027246;Hrana
KOMPOT PODRAVKA BRESKVA 820 g;14944;Podravka;0.4700;kg;3.99;8.49;;;02.05.2025;3.99;3850104026973;Hrana
GRAH PODRAVKA BIJELI 400 g;14959;Podravka;0.2300;kg;1.39;6.04;;;02.05.2025;1.39;3850104020797;Hrana
GRAH PODRAVKA BIJELI 800 g;14964;Podravka;0.4600;kg;2.19;4.76;;;02.05.2025;2.19;3850104020780;Hrana
GRAH PODRAVKA CRVENI 800 g;14969;Podravka;0.4600;kg;2.19;4.76;;;02.05.2025;2.19;3850104020728;Hrana
GRAH PODRAVKA CRVENI 400 g;14977;Podravka;0.2300;kg;1.39;6.04;;;02.05.2025;1.39;3850104020759;Hrana
GRAH PODRAVKA SMEÐI 400 g;14987;Podravka;0.2300;kg;1.39;6.04;;;02.05.2025;1.39;3850104024870;Hrana
GRAH PODRAVKA SMEÐI 800 g;14999;Podravka;0.4800;kg;2.19;4.56;;;02.05.2025;2.19;3850104025389;Hrana
BOJA  PALETTE DELUXE 679;15032;Palette;1.0000;kom;;4.99;4.99;5.99;02.05.2025;5.99;3838824176918;Kozmetika
BOJA PALETTE  DE LUXE 750;15036;Palette;1.0000;kom;;4.99;4.99;5.99;02.05.2025;5.99;3838824176932;Kozmetika
INST.KAKAO KRA© EXPRESS 330 g;15149;Kra¹;0.3300;kg;3.99;12.09;;;02.05.2025;3.99;3850102111152;Piæa
BOJA PALETTE  DE LUXE 800;15252;Palette;1.0000;kom;;4.99;4.99;5.99;02.05.2025;5.99;3838824176994;Kozmetika
BOJA PALETTE  DE LUXE 880;15259;Palette;1.0000;kom;;4.99;4.99;5.99;02.05.2025;5.99;3838824177052;Kozmetika
GAZIRANO PIÆE PEPSI 0,5 L;15273;Pepsi;0.5000;l;1.05;2.10;;;02.05.2025;1.05;3830065022580;Piæa
SOK GAZIRANI PEPSI COLA 0,33 L;15295;Coca-Cola;0.3300;L;.99;3.00;;;02.05.2025;.99;3830065022566;Piæa
GAZIRANO PIÆE PEPSI COLA 2 L ;15300;Pepsi;2.0000;l;2.05;1.03;;;02.05.2025;1.95;3830065022627;Piæa
BOJA ZA KOSU PALETTE  ICC A10;15337;Palette;1.0000;kom;;3.49;3.49;4.25;02.05.2025;4.25;3838824159133;Kozmetika
BOJA ZA KOSU PALETTE  ICC C1;15342;Palette;1.0000;kom;;3.49;3.49;4.25;02.05.2025;4.25;3838824159171;Kozmetika
BOJA ZA KOSU PALETTE  ICC C10;15345;Palette;1.0000;kom;;3.49;3.49;4.25;02.05.2025;4.25;3838824159218;Kozmetika
BOJA ZA KOSU PALETTE  ICC N1;15359;Palette;1.0000;kom;;3.49;3.49;4.25;02.05.2025;4.25;3838824159416;Kozmetika
BOJA ZA KOSU PALETTE  ICC N2;15365;Palette;1.0000;kom;;3.49;3.49;4.25;02.05.2025;4.25;3838824159454;Kozmetika
BOJA ZA KOSU PALETTE  ICC N3;15368;Palette;1.0000;kom;;3.49;3.49;4.25;02.05.2025;4.25;3838824159492;Kozmetika
BOJA ZA KOSU PALETTE  ICC N4;15369;Palette;1.0000;kom;;3.49;3.49;4.25;02.05.2025;4.25;3838824159539;Kozmetika
BOJA ZA KOSU PALETTE  ICC N6;15371;Palette;1.0000;kom;;3.49;3.49;4.25;02.05.2025;4.25;3838824159614;Kozmetika
BOJA ZA KOSU PALETTE  ICC N7;15374;Palette;1.0000;kom;;3.49;3.49;4.25;02.05.2025;4.25;3838824159652;Kozmetika
BOJA ZA KOSU PALETTE ICC R4;15384;Palette;1.0000;kom;;3.49;3.49;4.25;02.05.2025;4.25;3838824159751;Kozmetika
BOJA ZA KOSU PALETTE  ICC RF3;15386;Palette;1.0000;kom;;3.49;3.49;4.25;02.05.2025;4.25;3838824218601;Kozmetika
BOJA ZA KOSU PALETTE  ICC RI5;15399;Palette;1.0000;kom;;3.49;3.49;4.25;02.05.2025;4.25;3838824159898;Kozmetika
PIVO O®UJSKO SVIJ.0,5 L LIM;15547;O¾ujsko;0.5000;l;1.48;2.96;;;02.05.2025;1.38;3850131400609;Piæa
©AMP.SCHAUMA FOR MEN 250 ml;15582;Schauma;0.2500;L;2.69;10.76;;2.49;02.05.2025;2.99;4012800567658;Kozmetika
©AMP.SCHAUMA 7 LJ&T 250 ml;15585;Schauma;0.2500;L;2.69;10.76;;2.49;02.05.2025;2.99;4012800167612;Kozmetika
©AM.SCHAUMA KIDS JAGODA 250 ml;15594;Schauma;0.2500;L;;10.76;2.69;2.79;02.05.2025;4.35;4015000665957;Kozmetika
PR©UT KRA©KI 100 g NAREZAK;15683;Kras;0.1000;kg;4.69;46.90;;;02.05.2025;4.69;3838885333039;Hrana
DETERD®ENT OPAL 375 ml;15697;Opal;0.3750;L;2.52;6.72;;;02.05.2025;2.52;3859890222156;Sredstva za èi¹æenje
